region,school,graduates_2019,graduates_2014,median_debt,median_income,debt_to_earnings_ratio,white_pct,aian_pct,asian_pct,black_pct,hisp_pct,unkn_pct,two_plus_pct,men_pct,women_pct,graduates_2018,graduates_2017,graduates_2016,graduates_2015,inst_location,inst_type,inst_classification,inst_special_designations,int_pct_online,inst_undergrads,inst_undergrads_nondeg,inst_pell,inst_low_inc_pct,inst_undergrad_women_pct,inst_undergrad_nonwhite_pct,inst_grads,inst_tuition_instate,inst_tuition_outstate,inst_coa,inst_net_price,inst_net_price_30k,inst_floan_pct,inst_median_debt,inst_completion_rate,inst_econ_mobility_rate,inst_lowinc_to_highinc,inst_inc_6yr,inst_inc_10yr,inst_inc_10yr_grad
"Flint Hills Region--Emporia City","Tabor College",195,177,"Data Unavailable",39009,Data Unavailable,0.677,0.000,0.000,0.085,0.128,0.010,0.051,0.438,0.562,196,190,169,202,"Kansas, Hillsboro","Private, Non-profit","Selective private","",0.195,519,58,0.381,0.056,0.562,0.264,65,29360,29360,43760,24221,21218,0.944,26538,0.333,0.022,0.388,52276,44228,36408
"Flint, MI","Baker College",2976,755,28036,39909,0.702,0.830,0.003,0.013,0.093,0.038,0.005,0.017,0.286,0.714,3470,4616,4938,5295,"Michigan, Owosso","Private, Non-profit","Nonselective four-year private not-for-profit","",0.617,6343,897,0.482,0.170,0.714,0.165,366,9920,9920,20781,15049,13376,0.746,26219,0.078,0.009,0.053,29076,32217,24975
"Flint, MI","Creative Hair School of Cosmetology",35,0,9833,"Data Unavailable",Data Unavailable,0.086,0.000,0.000,0.857,0.029,0.000,0.029,0.000,1.000,24,13,6,0,"Michigan, Flint","Private, For-profit","Data Unavailable","",0.000,33,"Data Unavailable",0.500,"Data Unavailable",1.000,0.914,"Data Unavailable","Data Unavailable","Data Unavailable",13977,9131,9131,"Data Unavailable",11760,1.000,"Data Unavailable","Data Unavailable","Data Unavailable",19408,"Data Unavailable"
"Flint, MI","Kettering University",559,473,29125,76695,0.380,0.697,0.004,0.038,0.039,0.023,0.070,0.018,0.769,0.231,534,483,489,413,"Michigan, Flint","Private, Non-profit","Highly selective private","",0.169,1763,36,0.202,0.042,0.231,0.124,422,44380,44380,60427,37518,29024,0.948,28000,0.080,0.031,0.747,84930,93893,94794
"Flint, MI","Mott Community College",1283,2768,13334,25856,0.516,0.728,0.003,0.009,0.133,0.037,0.038,0.049,0.367,0.633,1350,1723,2154,2201,"Michigan, Flint","Public","Two-year (public and private not-for-profit)","",0.214,6019,1545,0.422,0.127,0.633,0.231,"Data Unavailable",4170,6998,11282,7481,6287,0.540,14750,0.008,0.008,0.064,23127,30123,27195
"Flint, MI","Ross Medical Education Center-Davison (Branch Campus)",85,155,9500,23658,0.402,0.871,0.000,0.000,0.035,0.035,0.000,0.059,0.012,0.988,89,115,146,148,"Michigan, Davison","Private, For-profit","Data Unavailable","",0.000,71,"Data Unavailable",0.713,"Data Unavailable",0.988,0.129,"Data Unavailable","Data Unavailable","Data Unavailable",22562,18367,18278,0.887,9500,0.793,"Data Unavailable","Data Unavailable",23844,26103,"Data Unavailable"
"Flint, MI","Ross Medical Education Center-Flint",114,272,9500,22451,0.423,0.632,0.000,0.009,0.298,0.009,0.000,0.053,0.088,0.912,130,142,237,263,"Michigan, Flint","Private, For-profit","Less than two-year schools of any type","",0.000,151,"Data Unavailable",0.745,"Data Unavailable",0.912,0.368,"Data Unavailable","Data Unavailable","Data Unavailable",23057,18758,18737,0.904,9500,0.587,"Data Unavailable","Data Unavailable",24462,25892,"Data Unavailable"
"Flint, MI","Sharps Academy of Hair Styling",10,25,"Data Unavailable","Data Unavailable",Data Unavailable,0.900,0.000,0.000,0.100,0.000,0.000,0.000,0.000,1.000,16,21,21,11,"Michigan, Grand Blanc","Private, For-profit","Data Unavailable","",0.000,22,"Data Unavailable",0.513,0.225,1.000,0.100,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.022,0.096,18335,14904,30747
"Flint, MI","University of Michigan-Flint",1532,1693,27639,42682,0.648,0.716,0.012,0.027,0.099,0.033,0.033,0.027,0.362,0.638,1669,1806,1876,1677,"Michigan, Flint","Public","Selective public","",0.527,5127,735,0.378,0.062,0.638,0.200,1435,12202,23502,20790,12734,7955,0.866,25240,0.160,0.016,0.260,45007,46907,42957
"Florence, SC","Coker University",288,256,23486,37568,0.625,0.608,0.003,0.003,0.278,0.042,0.031,0.000,0.347,0.653,263,286,266,278,"South Carolina, Hartsville","Private, Non-profit","Selective private","",0.216,974,3,0.473,0.098,0.653,0.326,136,30196,30196,41619,13472,13987,0.927,26991,0.339,0.012,0.124,29663,36437,38406
"Florence, SC","Florence-Darlington Technical College",769,856,6500,33382,0.195,0.498,0.017,0.014,0.325,0.018,0.112,0.014,0.484,0.516,813,840,959,981,"South Carolina, Florence","Public","Two-year (public and private not-for-profit)","Predominantly Black Institution",0.494,3170,388,0.498,0.276,0.516,0.389,"Data Unavailable",4772,6908,10416,3725,3605,0.377,12167,0.074,0.015,0.053,24473,29453,26307
"Florence, SC","Francis Marion University",686,668,29000,29685,0.977,0.574,0.020,0.016,0.348,0.015,0.006,0.001,0.274,0.726,669,739,701,677,"South Carolina, Florence","Public","Selective public","",0.239,3104,696,0.483,0.144,0.726,0.402,440,11160,21544,22102,12742,11548,0.874,27000,0.203,0.014,0.100,33216,39838,37851
"Florence, SC","Kenneth Shuler School of Cosmetology-Florence (Branch Campus)",84,77,10211,14818,0.689,0.381,0.000,0.000,0.607,0.000,0.012,0.000,0.036,0.964,96,99,68,63,"South Carolina, Florence","Private, For-profit","Data Unavailable","",0.000,191,"Data Unavailable",0.747,"Data Unavailable",0.964,0.607,"Data Unavailable","Data Unavailable","Data Unavailable",20311,15619,14993,0.940,9109,0.172,"Data Unavailable","Data Unavailable",19642,22055,"Data Unavailable"
"Florence-Muscle Shoals, AL","Heritage Christian University",10,7,"Data Unavailable","Data Unavailable",Data Unavailable,0.600,0.100,0.000,0.100,0.000,0.000,0.000,0.900,0.100,22,12,21,28,"Alabama, Florence","Private, Non-profit","Data Unavailable","",0.767,59,"Data Unavailable",0.431,0.225,0.100,0.200,27,11532,11532,20695,9990,9990,0.480,"Data Unavailable",0.333,0.022,0.096,"Data Unavailable",34561,30747
"Florence-Muscle Shoals, AL","Northwest-Shoals Community College",944,653,8750,15182,0.576,0.811,0.006,0.005,0.101,0.047,0.016,0.003,0.549,0.451,905,892,829,616,"Alabama, Muscle Shoals","Public","Two-year (public and private not-for-profit)","",0.359,2537,975,0.382,0.200,0.451,0.163,"Data Unavailable",4771,8701,12866,7634,6288,0.392,10000,0.102,0.018,0.088,23793,31190,29748
"Florence-Muscle Shoals, AL","University of North Alabama",1664,1421,23250,37671,0.617,0.739,0.014,0.007,0.134,0.024,0.025,0.017,0.392,0.608,1506,1493,1364,1299,"Alabama, Florence","Public","Selective public","",0.658,5513,537,0.377,0.087,0.608,0.195,1652,10620,20220,20886,14130,11925,0.851,22250,0.209,0.015,0.171,37141,39316,39960
"Fond du Lac, WI","Marian University",545,546,25000,60192,0.415,0.861,0.000,0.017,0.046,0.033,0.026,0.011,0.246,0.754,518,608,559,521,"Wisconsin, Fond Du Lac","Private, Non-profit","Selective private","",0.255,1324,3,0.378,0.058,0.754,0.108,329,27950,27950,38093,19928,16114,0.931,25268,0.431,0.007,0.117,45641,49088,43179
"Fond du Lac, WI","Moraine Park Technical College",1424,1222,3500,29926,0.117,0.862,0.006,0.009,0.058,0.053,0.003,0.009,0.357,0.643,1260,1386,1117,1060,"Wisconsin, Fond du Lac","Public","Two-year (public and private not-for-profit)","",0.309,2930,1131,0.190,0.062,0.643,0.136,"Data Unavailable",4440,5885,13237,9143,6706,0.718,9460,0.565,0.005,0.083,34625,38832,37740
"Fond du Lac, WI","Ripon College",177,246,26646,33993,0.784,0.825,0.006,0.014,0.000,0.073,0.014,0.020,0.528,0.472,179,204,173,220,"Wisconsin, Ripon","Private, Non-profit","Selective private","",0.000,765,22,0.389,0.042,0.472,0.119,"Data Unavailable",45113,45113,54416,20147,13893,0.958,27000,0.584,0.015,0.372,"Data Unavailable",49095,50616
"Fort Collins, CO","Cheeks Beauty Academy (Branch Campus)",26,25,6893,17745,0.388,0.769,0.000,0.000,0.000,0.231,0.000,0.000,0.000,1.000,37,23,30,27,"Colorado, Loveland","Private, For-profit","Data Unavailable","",0.000,43,"Data Unavailable",0.744,0.225,1.000,0.231,"Data Unavailable","Data Unavailable","Data Unavailable",13677,8815,7702,"Data Unavailable",6796,0.600,0.022,0.096,20943,24515,30747
"Fort Collins, CO","Colorado State University-Fort Collins",7526,6792,20500,39009,0.526,0.715,0.004,0.025,0.019,0.102,0.027,0.030,0.483,0.517,7292,7157,7033,7044,"Colorado, Fort Collins","Public","Selective public","",0.263,24373,1416,0.232,0.032,0.517,0.180,7637,11901,30622,26742,18668,11831,0.874,20500,0.455,0.011,0.354,46793,54983,50838
"Fort Collins, CO","IBMC College",390,77,22364,28009,0.798,0.574,0.000,0.003,0.010,0.397,0.000,0.013,0.054,0.946,187,265,259,96,"Colorado, Fort Collins","Private, For-profit","Two-year for-profit","",0.000,357,"Data Unavailable",0.849,0.209,0.946,0.426,"Data Unavailable",14040,14040,26132,23127,18678,0.894,9722,0.557,0.005,0.025,27092,32086,25308
"Fort Smith, AR-OK","Academy of Salon and Spa",34,39,6333,13702,0.462,0.647,0.088,0.000,0.118,0.088,0.000,0.059,0.000,1.000,30,31,45,73,"Arkansas, Fort Smith","Private, For-profit","Data Unavailable","",0.000,63,"Data Unavailable",0.593,0.225,1.000,0.353,"Data Unavailable","Data Unavailable","Data Unavailable",16103,11630,11152,0.846,6333,0.032,0.022,0.096,14935,20056,30747
"Fort Smith, AR-OK","Arkansas Colleges of Health Education",0,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,"Arkansas, Fort Smith","Private, Non-profit","Data Unavailable","",0.000,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",513,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Fort Smith, AR-OK","Arthur's Beauty College",15,25,12287,12524,0.981,0.867,0.133,0.000,0.000,0.000,0.000,0.000,0.000,1.000,14,15,15,18,"Arkansas, Fort Smith","Private, For-profit","Data Unavailable","",0.000,32,"Data Unavailable",0.736,0.225,1.000,0.133,"Data Unavailable","Data Unavailable","Data Unavailable",15588,11431,11431,0.892,12000,0.037,0.022,0.096,14734,18435,30747
"Fort Smith, AR-OK","Carl Albert State College",467,497,7118,19683,0.362,0.544,0.216,0.000,0.019,0.099,0.013,0.092,0.270,0.730,488,541,635,552,"Oklahoma, Poteau","Public","Two-year (public and private not-for-profit)","Native American Non-tribal Institution",0.142,1475,441,0.464,0.244,0.730,0.428,"Data Unavailable",3818,7760,11817,5415,4409,0.302,8500,0.282,0.025,0.103,25978,33114,26529
"Fort Smith, AR-OK","Designer Barber & Stylist School",31,24,16306,15288,1.067,0.484,0.032,0.065,0.290,0.129,0.000,0.000,0.742,0.258,40,18,16,35,"Arkansas, Ft Smith","Private, For-profit","Data Unavailable","",0.000,61,"Data Unavailable",0.709,0.225,0.258,0.516,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",16500,0.200,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"Fort Smith, AR-OK","Eastern Oklahoma State College",236,272,12000,25194,0.476,0.614,0.263,0.000,0.064,0.038,0.004,0.017,0.377,0.623,272,283,259,270,"Oklahoma, Wilburton","Public","Two-year (public and private not-for-profit)","Native American Non-tribal Institution",0.638,1095,373,0.431,0.234,0.623,0.381,"Data Unavailable",4572,8189,12196,5871,4612,0.374,13750,0.209,0.026,0.113,25311,32491,33633
"Fort Smith, AR-OK","Kiamichi Technology Center-McAlester",1165,142,"Data Unavailable",28236,Data Unavailable,0.583,0.276,0.005,0.045,0.056,0.033,0.000,0.534,0.466,415,143,137,165,"Oklahoma, McAlester","Public","Less than two-year schools of any type","",0.002,439,"Data Unavailable",0.129,0.436,0.466,0.384,"Data Unavailable","Data Unavailable","Data Unavailable",14058,7780,7780,"Data Unavailable","Data Unavailable",0.447,0.035,0.080,24279,24299,19980
"Fort Smith, AR-OK","Northeastern State University",1751,1881,18086,41640,0.434,0.525,0.146,0.026,0.037,0.053,0.004,0.178,0.345,0.655,1729,1803,1713,1707,"Oklahoma, Tahlequah","Public","Selective public","Native American Non-tribal Institution",0.662,5868,421,0.457,0.159,0.655,0.439,1228,6915,15315,16921,9994,7614,0.696,17500,0.151,0.022,0.138,36935,40170,37518
"Fort Smith, AR-OK","Premier Academy of Cosmetology",13,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.615,0.385,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0,0,0,0,"Oklahoma, McAlester","Private, For-profit","Data Unavailable","",0.000,10,"Data Unavailable",0.306,"Data Unavailable",1.000,0.385,"Data Unavailable","Data Unavailable","Data Unavailable",17033,13731,13812,"Data Unavailable","Data Unavailable",0.433,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Fort Smith, AR-OK","Totally Cosmo School of Modern Cosmetology",9,0,"Data Unavailable","Data Unavailable",Data Unavailable,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.778,11,4,0,0,"Oklahoma, Broken Bow","Private, For-profit","Data Unavailable","",0.000,25,"Data Unavailable",0.738,"Data Unavailable",0.778,0.000,"Data Unavailable","Data Unavailable","Data Unavailable",14730,9706,8635,"Data Unavailable",16500,0.063,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Fort Smith, AR-OK","University of Arkansas-Fort Smith",1597,1276,15800,34259,0.461,0.684,0.021,0.048,0.043,0.116,0.000,0.078,0.473,0.527,1645,1352,1311,1443,"Arkansas, Fort Smith","Public","Nonselective four-year public","",0.479,4883,1346,0.420,0.148,0.527,0.306,36,5754,13026,16391,9637,7838,0.622,17782,0.209,0.020,0.135,30431,37613,30858
"Fort Wayne, IN","Concordia Theological Seminary",76,67,45707,77401,0.591,0.842,0.000,0.013,0.013,0.000,0.000,0.013,0.868,0.132,67,65,84,51,"Indiana, Fort Wayne","Private, Non-profit","Data Unavailable","",0.166,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable",0.132,0.039,313,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Fort Wayne, IN","Huntington University",302,293,27000,35416,0.762,0.831,0.000,0.013,0.023,0.046,0.000,0.040,0.407,0.593,310,314,254,290,"Indiana, Huntington","Private, Non-profit","Selective private","",0.187,996,130,0.351,0.032,0.593,0.123,258,26846,26846,37488,22869,20257,0.886,26000,0.594,0.006,0.173,36793,40625,32745
"Fort Wayne, IN","Indiana Institute of Technology",508,915,34682,56931,0.609,0.443,0.004,0.010,0.152,0.041,0.077,0.022,0.614,0.386,507,1037,997,944,"Indiana, Fort Wayne","Private, Non-profit","Selective private","",0.358,1488,88,0.395,0.104,0.386,0.228,647,27440,27440,39158,19305,19286,0.934,27000,0.267,0.013,0.123,35870,46035,45177
"Fort Wayne, IN","Indiana Institute of Technology-College of Professional Studies (Branch Campus)",685,0,27405,47650,0.575,0.483,0.001,0.006,0.253,0.039,0.188,0.022,0.320,0.680,701,0,0,0,"Indiana, Fort Wayne","Private, Non-profit","Selective private","",0.829,3905,252,0.633,0.104,0.680,0.323,"Data Unavailable",10224,10224,22379,16269,16134,"Data Unavailable",27000,0.078,0.013,0.123,35870,46035,45177
"Fort Wayne, IN","International Business College-Fort Wayne (Branch Campus)",81,163,13043,26585,0.491,0.889,0.000,0.025,0.012,0.012,0.037,0.025,0.136,0.864,141,160,177,152,"Indiana, Fort Wayne","Private, For-profit","Two-year for-profit","",0.000,124,"Data Unavailable",0.598,0.084,0.864,0.074,"Data Unavailable",13960,13960,22454,17201,13278,0.962,12000,0.721,0.003,0.038,30754,31873,29970
"Fort Wayne, IN","Purdue University Fort Wayne",1743,1946,22000,37856,0.581,0.806,0.002,0.028,0.040,0.060,0.003,0.020,0.422,0.578,1825,1805,1841,1864,"Indiana, Fort Wayne","Public","Selective public","",0.320,6750,2947,0.293,"Data Unavailable",0.578,0.150,511,8589,20622,18450,10912,7129,0.761,22179,0.173,"Data Unavailable","Data Unavailable",34312,42566,"Data Unavailable"
"Fort Wayne, IN","Ravenscroft Beauty College",77,83,7389,15684,0.471,0.364,0.000,0.039,0.481,0.052,0.000,0.065,0.208,0.792,84,79,80,66,"Indiana, Fort Wayne","Private, For-profit","Data Unavailable","",0.000,133,"Data Unavailable",0.697,0.225,0.792,0.636,"Data Unavailable","Data Unavailable","Data Unavailable",21681,17272,17422,0.789,7389,0.076,0.022,0.096,19818,21580,30747
"Fort Wayne, IN","Ross Medical Education Center-Fort Wayne (Branch Campus)",85,106,9500,23429,0.405,0.647,0.000,0.012,0.129,0.165,0.012,0.035,0.012,0.988,93,90,96,109,"Indiana, Fort Wayne","Private, For-profit","Data Unavailable","",0.000,120,"Data Unavailable",0.663,"Data Unavailable",0.988,0.341,"Data Unavailable","Data Unavailable","Data Unavailable",22850,19366,19247,0.886,9500,0.644,"Data Unavailable","Data Unavailable",25040,27986,"Data Unavailable"
"Fort Wayne, IN","Rudae's School of Beauty Culture-Ft Wayne",75,86,9500,19045,0.499,0.773,0.000,0.027,0.080,0.067,0.013,0.040,0.040,0.960,84,82,106,94,"Indiana, Fort Wayne","Private, For-profit","Data Unavailable","",0.000,119,"Data Unavailable",0.514,0.225,0.960,0.213,"Data Unavailable","Data Unavailable","Data Unavailable",22590,18736,17152,0.949,9500,0.294,0.022,0.096,20932,22141,30747
"Fort Wayne, IN","Trine University-Regional/Non-Traditional Campuses (Branch Campus)",273,162,17400,41193,0.422,0.663,0.004,0.015,0.062,0.033,0.026,0.004,0.473,0.527,370,396,233,163,"Indiana, Fort Wayne","Private, Non-profit","Selective private","",0.981,277,2,0.432,0.042,0.527,0.117,468,9576,9576,"Data Unavailable","Data Unavailable","Data Unavailable",0.912,23945,0.000,0.020,0.470,34522,52957,56388
"Fort Wayne, IN","University of Saint Francis-Fort Wayne",645,586,26847,53813,0.499,0.794,0.002,0.019,0.064,0.074,0.019,0.022,0.251,0.749,707,681,621,675,"Indiana, Fort Wayne","Private, Non-profit","Selective private","",0.448,1741,4,0.422,0.054,0.749,0.182,504,31480,31480,39513,17796,12429,0.918,25750,0.440,0.008,0.156,49089,45610,42846
"Fresno, CA","California Christian College",1,7,"Data Unavailable","Data Unavailable",Data Unavailable,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2,2,1,4,"California, Fresno","Private, Non-profit","Data Unavailable","",0.000,11,"Data Unavailable",0.692,0.225,1.000,1.000,"Data Unavailable",9810,9810,14861,-1368,-1368,"Data Unavailable","Data Unavailable",0.000,0.022,0.096,"Data Unavailable","Data Unavailable",30747
"Fresno, CA","California Institute of Medical Science",51,0,"Data Unavailable","Data Unavailable",Data Unavailable,0.216,0.000,0.059,0.059,0.608,0.039,0.020,0.098,0.902,16,0,0,0,"California, Clovis","Private, For-profit","Data Unavailable","",0.000,25,"Data Unavailable",0.558,"Data Unavailable",0.902,0.745,"Data Unavailable","Data Unavailable","Data Unavailable",22629,20115,19516,"Data Unavailable",6670,"Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"Fresno, CA","California State University-Fresno",5926,5186,15476,30409,0.509,0.238,0.005,0.114,0.025,0.463,0.053,0.031,0.399,0.601,5712,5324,5114,4830,"California, Fresno","Public","Selective public","Asian American Native American Pacific Islander-Serving Institution, Hispanic-serving Institution",0.279,21156,385,0.594,0.160,0.601,0.640,2757,6589,18469,16494,5464,3264,0.416,14667,0.161,0.042,0.262,48654,52201,49284
"Fresno, CA","Clovis Adult Education",345,103,"Data Unavailable",42682,Data Unavailable,0.154,0.003,0.165,0.052,0.559,0.029,0.006,0.125,0.875,338,319,291,140,"California, Clovis","Public","Data Unavailable","",0.000,671,"Data Unavailable",0.235,"Data Unavailable",0.875,0.817,"Data Unavailable","Data Unavailable","Data Unavailable",19731,16060,"Data Unavailable","Data Unavailable","Data Unavailable",0.687,"Data Unavailable","Data Unavailable",33647,53892,"Data Unavailable"
